ID|KOD|NAME|PARENT_ID
4264|W32.8|Выстрел из ручного огнестрельного оружия. В других уточненных местах|4255
4265|W32.9|Выстрел из ручного огнестрельного оружия. В неуточненном месте|4255
4266|W31|Соприкосновение с другими и неуточненными машинами|4100
4267|W31.0|Соприкосновение с другими и неуточненными машинами. В доме, квартире, жилом здании|4266
4268|W31.1|Соприкосновение с другими и неуточненными машинами. В специальном учреждении для проживания|4266
4269|W31.2|Соприкосновение с другими и неуточненными машинами. В школе, другом учреждении и общественном административном районе|4266
4270|W31.3|Соприкосновение с другими и неуточненными машинами. Падение на площадке для занятий спортом и спортивных соревнований|4266
4271|W31.4|Соприкосновение с другими и неуточненными машинами. На улице или автомагистрали|4266
4272|W31.5|Соприкосновение с другими и неуточненными машинами. В учреждении и районе торговли и обслуживания|4266
4273|W31.6|Соприкосновение с другими и неуточненными машинами. На производственных и строительных площадях и в помещениях|4266
4274|W31.7|Соприкосновение с другими и неуточненными машинами. На ферме|4266
4275|W31.8|Соприкосновение с другими и неуточненными машинами. В других уточненных местах|4266
4276|W31.9|Соприкосновение с другими и неуточненными машинами. В неуточненном месте|4266
4277|W30|Соприкосновение с сельскохозяйственными механизмами|4100
4278|W30.0|Соприкосновение с сельскохозяйственными механизмами. В доме, квартире, жилом здании|4277
4279|W30.1|Соприкосновение с сельскохозяйственными механизмами. В специальном учреждении для проживания|4277
4280|W30.2|Соприкосновение с сельскохозяйственными механизмами. В школе, другом учреждении и общественном административном районе|4277
4281|W30.3|Соприкосновение с сельскохозяйственными механизмами. Падение на площадке для занятий спортом и спортивных соревнований|4277
4282|W30.4|Соприкосновение с сельскохозяйственными механизмами. На улице или автомагистрали|4277
4283|W30.5|Соприкосновение с сельскохозяйственными механизмами. В учреждении и районе торговли и обслуживания|4277
4284|W30.6|Соприкосновение с сельскохозяйственными механизмами. На производственных и строительных площадях и в помещениях|4277
4285|W30.7|Соприкосновение с сельскохозяйственными механизмами. На ферме|4277
4286|W30.8|Соприкосновение с сельскохозяйственными механизмами. В других уточненных местах|4277
4287|W30.9|Соприкосновение с сельскохозяйственными механизмами. В неуточненном месте|4277
4288|W29|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами|4100
4289|W29.0|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. В доме, квартире, жилом здании|4288
4290|W29.1|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. В специальном учреждении для проживания|4288
4291|W29.2|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. В школе, другом учреждении и общественном административном районе|4288
4292|W29.3|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. Падение на площадке для занятий спортом и спортивных соревнований|4288
4293|W29.4|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. На улице или автомагистрали|4288
4294|W29.5|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. В учреждении и районе торговли и обслуживания|4288
4295|W29.6|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. На производственных и строительных площадях и в помещениях|4288
4296|W29.7|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. На ферме|4288
4297|W29.8|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. В других уточненных местах|4288
4298|W29.9|Соприкосновение с другими силовыми ручными инструментами и бытовыми машинами. В неуточненном месте|4288
4299|W28|Соприкосновение с силовой газонокосилкой|4100
4300|W28.0|Соприкосновение с силовой газонокосилкой. В доме, квартире, жилом здании|4299
4301|W28.1|Соприкосновение с силовой газонокосилкой. В специальном учреждении для проживания|4299
4302|W28.2|Соприкосновение с силовой газонокосилкой. В школе, другом учреждении и общественном административном районе|4299
4303|W28.3|Соприкосновение с силовой газонокосилкой. Падение на площадке для занятий спортом и спортивных соревнований|4299
4304|W28.4|Соприкосновение с силовой газонокосилкой. На улице или автомагистрали|4299
4305|W28.5|Соприкосновение с силовой газонокосилкой. В учреждении и районе торговли и обслуживания|4299
4306|W28.6|Соприкосновение с силовой газонокосилкой. На производственных и строительных площадях и в помещениях|4299
4307|W28.7|Соприкосновение с силовой газонокосилкой. На ферме|4299
4308|W28.8|Соприкосновение с силовой газонокосилкой. В других уточненных местах|4299
4309|W28.9|Соприкосновение с силовой газонокосилкой. В неуточненном месте|4299
4310|W27|Соприкосновение с ручным инструментом без силового двигателя|4100
4311|W27.0|Соприкосновение с ручным инструментом без силового двигателя. В доме, квартире, жилом здании|4310
4312|W27.1|Соприкосновение с ручным инструментом без силового двигателя. В специальном учреждении для проживания|4310
4313|W27.2|Соприкосновение с ручным инструментом без силового двигателя. В школе, другом учреждении и общественном административном районе|4310
4314|W27.3|Соприкосновение с ручным инструментом без силового двигателя. Падение на площадке для занятий спортом и спортивных соревнований|4310
4315|W27.4|Соприкосновение с ручным инструментом без силового двигателя. На улице или автомагистрали|4310
4316|W27.5|Соприкосновение с ручным инструментом без силового двигателя. В учреждении и районе торговли и обслуживания|4310
4317|W27.6|Соприкосновение с ручным инструментом без силового двигателя. На производственных и строительных площадях и в помещениях|4310
4318|W27.7|Соприкосновение с ручным инструментом без силового двигателя. На ферме|4310
4319|W27.8|Соприкосновение с ручным инструментом без силового двигателя. В других уточненных местах|4310
4320|W27.9|Соприкосновение с ручным инструментом без силового двигателя. В неуточненном месте|4310
4321|W26|Соприкосновение с ножом, шпагой или кинжалом|4100
4322|W26.0|Соприкосновение с ножом, шпагой или кинжалом. В доме, квартире, жилом здании|4321
4323|W26.1|Соприкосновение с ножом, шпагой или кинжалом. В специальном учреждении для проживания|4321
4324|W26.2|Соприкосновение с ножом, шпагой или кинжалом. В школе, другом учреждении и общественном административном районе|4321
4325|W26.3|Соприкосновение с ножом, шпагой или кинжалом. Падение на площадке для занятий спортом и спортивных соревнований|4321
4326|W26.4|Соприкосновение с ножом, шпагой или кинжалом. На улице или автомагистрали|4321
4327|W26.5|Соприкосновение с ножом, шпагой или кинжалом. В учреждении и районе торговли и обслуживания|4321
4328|W26.6|Соприкосновение с ножом, шпагой или кинжалом. На производственных и строительных площадях и в помещениях|4321
4329|W26.7|Соприкосновение с ножом, шпагой или кинжалом. На ферме|4321
4330|W26.8|Соприкосновение с ножом, шпагой или кинжалом. В других уточненных местах|4321
4331|W26.9|Соприкосновение с ножом, шпагой или кинжалом. В неуточненном месте|4321
4332|W25|Соприкосновение с острым краем стекла|4100
4333|W25.0|Соприкосновение с острым краем стекла. В доме, квартире, жилом здании|4332
4334|W25.1|Соприкосновение с острым краем стекла. В специальном учреждении для проживания|4332
4335|W25.2|Соприкосновение с острым краем стекла. В школе, другом учреждении и общественном административном районе|4332
4336|W25.3|Соприкосновение с острым краем стекла. Падение на площадке для занятий спортом и спортивных соревнований|4332
4337|W25.4|Соприкосновение с острым краем стекла. На улице или автомагистрали|4332
4338|W25.5|Соприкосновение с острым краем стекла. В учреждении и районе торговли и обслуживания|4332
4339|W25.6|Соприкосновение с острым краем стекла. На производственных и строительных площадях и в помещениях|4332
4340|W25.7|Соприкосновение с острым краем стекла. На ферме|4332
4341|W25.8|Соприкосновение с острым краем стекла. В других уточненных местах|4332
4342|W25.9|Соприкосновение с острым краем стекла. В неуточненном месте|4332
4343|W24|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках|4100
4344|W24.0|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. В доме, квартире, жилом здании|4343
4345|W24.1|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. В специальном учреждении для проживания|4343
4346|W24.2|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. В школе, другом учреждении и общественном админис|4343
4347|W24.3|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. Падение на площадке для занятий спортом и спортив|4343
4348|W24.4|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. На улице или автомагистрали|4343
4349|W24.5|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. В учреждении и районе торговли и обслуживания|4343
4350|W24.6|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. На производственных и строительных площадях и в п|4343
4351|W24.7|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. На ферме|4343
4352|W24.8|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. В других уточненных местах|4343
4353|W24.9|Соприкосновение с подъемными и передаточными устройствами, не классифицированными в других рубриках. В неуточненном месте|4343
4354|W23|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами|4100
4355|W23.0|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. В доме, квартире, жилом здании|4354
4356|W23.1|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. В специальном учреждении для проживания|4354
4357|W23.2|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. В школе, другом учреждении и общественном административном районе|4354
4358|W23.3|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. Падение на площадке для занятий спортом и спортивных соревнований|4354
4359|W23.4|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. На улице или автомагистрали|4354
4360|W23.5|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. В учреждении и районе торговли и обслуживания|4354
4361|W23.6|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. На производственных и строительных площадях и в помещениях|4354
4362|W23.7|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. На ферме|4354
4363|W23.8|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. В других уточненных местах|4354
4364|W23.9|Зацепление, раздавливание, сжатие или защемление в объекте или между объектами. В неуточненном месте|4354
4365|W22|Удар о другой предмет или другим предметом|4100
4366|W22.0|Удар о другой предмет или другим предметом. В доме, квартире, жилом здании|4365
4367|W22.1|Удар о другой предмет или другим предметом. В специальном учреждении для проживания|4365
4368|W22.2|Удар о другой предмет или другим предметом. В школе, другом учреждении и общественном административном районе|4365
4369|W22.3|Удар о другой предмет или другим предметом. Падение на площадке для занятий спортом и спортивных соревнований|4365
4370|W22.4|Удар о другой предмет или другим предметом. На улице или автомагистрали|4365
4371|W22.5|Удар о другой предмет или другим предметом. В учреждении и районе торговли и обслуживания|4365
4372|W22.6|Удар о другой предмет или другим предметом. На производственных и строительных площадях и в помещениях|4365
4373|W22.7|Удар о другой предмет или другим предметом. На ферме|4365
4374|W22.8|Удар о другой предмет или другим предметом. В других уточненных местах|4365
4375|W22.9|Удар о другой предмет или другим предметом. В неуточненном месте|4365
4376|W21|Удар о спортивное оборудование или спортивным оборудованием|4100
4377|W21.0|Удар о спортивное оборудование или спортивным оборудованием. В доме, квартире, жилом здании|4376
4378|W21.1|Удар о спортивное оборудование или спортивным оборудованием. В специальном учреждении для проживания|4376
4379|W21.2|Удар о спортивное оборудование или спортивным оборудованием. В школе, другом учреждении и общественном административном районе|4376
4380|W21.3|Удар о спортивное оборудование или спортивным оборудованием. Падение на площадке для занятий спортом и спортивных соревнований|4376
4381|W21.4|Удар о спортивное оборудование или спортивным оборудованием. На улице или автомагистрали|4376
4382|W21.5|Удар о спортивное оборудование или спортивным оборудованием. В учреждении и районе торговли и обслуживания|4376
4383|W21.6|Удар о спортивное оборудование или спортивным оборудованием. На производственных и строительных площадях и в помещениях|4376
4384|W21.7|Удар о спортивное оборудование или спортивным оборудованием. На ферме|4376
4385|W21.8|Удар о спортивное оборудование или спортивным оборудованием. В других уточненных местах|4376
4386|W21.9|Удар о спортивное оборудование или спортивным оборудованием. В неуточненном месте|4376
4387|W20|Удар брошенным, рушащимся или падающим предметом|4100
4388|W20.0|Удар брошенным, рушащимся или падающим предметом. В доме, квартире, жилом здании|4387
4389|W20.1|Удар брошенным, рушащимся или падающим предметом. В специальном учреждении для проживания|4387
4390|W20.2|Удар брошенным, рушащимся или падающим предметом. В школе, другом учреждении и общественном административном районе|4387
4391|W20.3|Удар брошенным, рушащимся или падающим предметом. Падение на площадке для занятий спортом и спортивных соревнований|4387
4392|W20.4|Удар брошенным, рушащимся или падающим предметом. На улице или автомагистрали|4387
4393|W20.5|Удар брошенным, рушащимся или падающим предметом. В учреждении и районе торговли и обслуживания|4387
4394|W20.6|Удар брошенным, рушащимся или падающим предметом. На производственных и строительных площадях и в помещениях|4387
4395|W20.7|Удар брошенным, рушащимся или падающим предметом. На ферме|4387
4396|W20.8|Удар брошенным, рушащимся или падающим предметом. В других уточненных местах|4387
4397|W20.9|Удар брошенным, рушащимся или падающим предметом. В неуточненном месте|4387
4398|W46|Контакт с иглой для подкожной инъекции|4100
4399|W46.0|Контакт с иглой для подкожной инъекции. В доме, квартире, жилом здании|4398
4400|W46.1|Контакт с иглой для подкожной инъекции. В специальном учреждении для проживания|4398
4401|W46.2|Контакт с иглой для подкожной инъекции. В школе, другом учреждении и общественном административном районе|4398
4402|W46.3|Контакт с иглой для подкожной инъекции. Падение на площадке для занятий спортом и спортивных соревнований|4398
4403|W46.4|Контакт с иглой для подкожной инъекции. На улице или автомагистрали|4398
4404|W46.5|Контакт с иглой для подкожной инъекции. В учреждении и районе торговли и обслуживания|4398
4405|W46.6|Контакт с иглой для подкожной инъекции. На производственных и строительных площадях и в помещениях|4398
4406|W46.7|Контакт с иглой для подкожной инъекции. На ферме|4398
4407|W46.8|Контакт с иглой для подкожной инъекции. В других уточненных местах|4398
4408|W46.9|Контакт с иглой для подкожной инъекции. В неуточненном месте|4398
4409|W00-W19|ПАДЕНИЯ|3027
4410|W17|Другое падение с одного уровня на другой|4409
4411|W19|Падение неуточненное|4409
4412|W19.0|Падение неуточненное. В доме, квартире, жилом здании|4411
4413|W19.1|Падение неуточненное. В специальном учреждении для проживания|4411
4414|W19.2|Падение неуточненное. В школе, другом учреждении и общественном административном районе|4411
4415|W19.3|Падение неуточненное. Падение на площадке для занятий спортом и спортивных соревнований|4411
4416|W19.4|Падение неуточненное. На улице или автомагистрали|4411
4417|W19.5|Падение неуточненное. В учреждении и районе торговли и обслуживания|4411
4418|W19.6|Падение неуточненное. На производственных и строительных площадях и в помещениях|4411
4419|W19.7|Падение неуточненное. На ферме|4411
4420|W19.8|Падение неуточненное. В других уточненных местах|4411
4421|W19.9|Падение неуточненное. В неуточненном месте|4411
4422|W18|Другие случаи падения на поверхности одного уровня|4409
4423|W18.9|Другие случаи падения на поверхности одного уровня. В неуточненном месте|4422
4424|W18.0|Другие случаи падения на поверхности одного уровня. В доме, квартире, жилом здании|4422
4425|W18.1|Другие случаи падения на поверхности одного уровня. В специальном учреждении для проживания|4422
4426|W18.2|Другие случаи падения на поверхности одного уровня. В школе, другом учреждении и общественном административном районе|4422
4427|W18.3|Другие случаи падения на поверхности одного уровня. Падение на площадке для занятий спортом и спортивных соревнований|4422
4428|W18.4|Другие случаи падения на поверхности одного уровня. На улице или автомагистрали|4422
4429|W18.5|Другие случаи падения на поверхности одного уровня. В учреждении и районе торговли и обслуживания|4422
4430|W18.6|Другие случаи падения на поверхности одного уровня. На производственных и строительных площадях и в помещениях|4422
4431|W18.7|Другие случаи падения на поверхности одного уровня. На ферме|4422
4432|W18.8|Другие случаи падения на поверхности одного уровня. В других уточненных местах|4422
4433|W17.0|Другое падение с одного уровня на другой. В доме, квартире, жилом здании|4410
4434|W17.1|Другое падение с одного уровня на другой. В специальном учреждении для проживания|4410
4435|W17.2|Другое падение с одного уровня на другой. В школе, другом учреждении и общественном административном районе|4410
4436|W17.3|Другое падение с одного уровня на другой. Падение на площадке для занятий спортом и спортивных соревнований|4410
4437|W17.4|Другое падение с одного уровня на другой. На улице или автомагистрали|4410
4438|W17.5|Другое падение с одного уровня на другой. В учреждении и районе торговли и обслуживания|4410
4439|W17.6|Другое падение с одного уровня на другой. На производственных и строительных площадях и в помещениях|4410
4440|W17.7|Другое падение с одного уровня на другой. На ферме|4410
4441|W17.8|Другое падение с одного уровня на другой. В других уточненных местах|4410
4442|W17.9|Другое падение с одного уровня на другой. В неуточненном месте|4410
4443|W16|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду|4409
4444|W16.0|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. В доме, квартире, жилом здании|4443
4445|W16.1|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. В специальном учреждении для проживания|4443
4446|W16.2|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. В школе, другом учреждении и общественном административном|4443
4447|W16.3|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. Падение на площадке для занятий спортом и спортивных сорев|4443
4448|W16.4|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. На улице или автомагистрали|4443
4449|W16.5|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. В учреждении и районе торговли и обслуживания|4443
4450|W16.6|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. На производственных и строительных площадях и в помещениях|4443
4451|W16.7|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. На ферме|4443
4452|W16.8|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. В других уточненных местах|4443
4453|W16.9|Ныряние или прыжок в воду, приведшие к травме, отличной от утопления или погружения в воду. В неуточненном месте|4443
4454|W15|Падение со скалы (крутого обрыва)|4409
4455|W15.0|Падение со скалы (крутого обрыва). В доме, квартире, жилом здании|4454
4456|W15.1|Падение со скалы (крутого обрыва). В специальном учреждении для проживания|4454
4457|W15.2|Падение со скалы (крутого обрыва). В школе, другом учреждении и общественном административном районе|4454
4458|W15.3|Падение со скалы (крутого обрыва). Падение на площадке для занятий спортом и спортивных соревнований|4454
4459|W15.4|Падение со скалы (крутого обрыва). На улице или автомагистрали|4454
4460|W15.5|Падение со скалы (крутого обрыва). В учреждении и районе торговли и обслуживания|4454
4461|W15.6|Падение со скалы (крутого обрыва). На производственных и строительных площадях и в помещениях|4454
4462|W15.7|Падение со скалы (крутого обрыва). На ферме|4454
4463|W15.8|Падение со скалы (крутого обрыва). В других уточненных местах|4454
4464|W15.9|Падение со скалы (крутого обрыва). В неуточненном месте|4454
4465|W14|Падение с дерева|4409
4466|W14.0|Падение с дерева. В доме, квартире, жилом здании|4465
4467|W14.1|Падение с дерева. В специальном учреждении для проживания|4465
4468|W14.2|Падение с дерева. В школе, другом учреждении и общественном административном районе|4465
4469|W14.3|Падение с дерева. Падение на площадке для занятий спортом и спортивных соревнований|4465
4470|W14.4|Падение с дерева. На улице или автомагистрали|4465
4471|W14.5|Падение с дерева. В учреждении и районе торговли и обслуживания|4465
4472|W14.6|Падение с дерева. На производственных и строительных площадях и в помещениях|4465
4473|W14.7|Падение с дерева. На ферме|4465
4474|W14.8|Падение с дерева. В других уточненных местах|4465
4475|W14.9|Падение с дерева. В неуточненном месте|4465
4476|W13|Падение со (из) здания или сооружения|4409
4477|W13.0|Падение со (из) здания или сооружения. В доме, квартире, жилом здании|4476
4478|W13.1|Падение со (из) здания или сооружения. В специальном учреждении для проживания|4476
4479|W13.2|Падение со (из) здания или сооружения. В школе, другом учреждении и общественном административном районе|4476
4480|W13.3|Падение со (из) здания или сооружения. Падение на площадке для занятий спортом и спортивных соревнований|4476
4481|W13.4|Падение со (из) здания или сооружения. На улице или автомагистрали|4476
4482|W13.5|Падение со (из) здания или сооружения. В учреждении и районе торговли и обслуживания|4476
4483|W13.6|Падение со (из) здания или сооружения. На производственных и строительных площадях и в помещениях|4476
4484|W13.7|Падение со (из) здания или сооружения. На ферме|4476
4485|W13.8|Падение со (из) здания или сооружения. В других уточненных местах|4476
4486|W13.9|Падение со (из) здания или сооружения. В неуточненном месте|4476
4487|W12|Падение на строительных лесах и с них|4409
4488|W12.0|Падение на строительных лесах и с них. В доме, квартире, жилом здании|4487
4489|W12.1|Падение на строительных лесах и с них. В специальном учреждении для проживания|4487
4490|W12.2|Падение на строительных лесах и с них. В школе, другом учреждении и общественном административном районе|4487
4491|W12.3|Падение на строительных лесах и с них. Падение на площадке для занятий спортом и спортивных соревнований|4487
4492|W12.4|Падение на строительных лесах и с них. На улице или автомагистрали|4487
4493|W12.5|Падение на строительных лесах и с них. В учреждении и районе торговли и обслуживания|4487
4494|W12.6|Падение на строительных лесах и с них. На производственных и строительных площадях и в помещениях|4487
4495|W12.7|Падение на строительных лесах и с них. На ферме|4487
4496|W12.8|Падение на строительных лесах и с них. В других уточненных местах|4487
4497|W12.9|Падение на строительных лесах и с них. В неуточненном месте|4487
4498|W11|Падение на приставной лестнице и с нее|4409
4499|W11.0|Падение на приставной лестнице и с нее. В доме, квартире, жилом здании|4498
4500|W11.1|Падение на приставной лестнице и с нее. В специальном учреждении для проживания|4498
4501|W11.2|Падение на приставной лестнице и с нее. В школе, другом учреждении и общественном административном районе|4498
4502|W11.3|Падение на приставной лестнице и с нее. Падение на площадке для занятий спортом и спортивных соревнований|4498
4503|W11.4|Падение на приставной лестнице и с нее. На улице или автомагистрали|4498
4504|W11.5|Падение на приставной лестнице и с нее. В учреждении и районе торговли и обслуживания|4498
4505|W11.6|Падение на приставной лестнице и с нее. На производственных и строительных площадях и в помещениях|4498
4506|W11.7|Падение на приставной лестнице и с нее. На ферме|4498
4507|W11.8|Падение на приставной лестнице и с нее. В других уточненных местах|4498
4508|W11.9|Падение на приставной лестнице и с нее. В неуточненном месте|4498
4509|W10|Падение на лестнице и ступенях или с лестницы и ступеней|4409
4510|W10.0|Падение на лестнице и ступенях или с лестницы и ступеней. В доме, квартире, жилом здании|4509
4511|W10.1|Падение на лестнице и ступенях или с лестницы и ступеней. В специальном учреждении для проживания|4509
4512|W10.2|Падение на лестнице и ступенях или с лестницы и ступеней. В школе, другом учреждении и общественном административном районе|4509
4513|W10.3|Падение на лестнице и ступенях или с лестницы и ступеней. Падение на площадке для занятий спортом и спортивных соревнований|4509
4514|W10.4|Падение на лестнице и ступенях или с лестницы и ступеней. На улице или автомагистрали|4509
4515|W10.5|Падение на лестнице и ступенях или с лестницы и ступеней. В учреждении и районе торговли и обслуживания|4509
4516|W10.6|Падение на лестнице и ступенях или с лестницы и ступеней. На производственных и строительных площадях и в помещениях|4509
4517|W10.7|Падение на лестнице и ступенях или с лестницы и ступеней. На ферме|4509
4518|W10.8|Падение на лестнице и ступенях или с лестницы и ступеней. В других уточненных местах|4509
4519|W10.9|Падение на лестнице и ступенях или с лестницы и ступеней. В неуточненном месте|4509
4520|W09|Падение, связанное с оборудованием спортивной площадки|4409
